model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,Pearson_mean,Pearson_std,Spearman_mean,Spearman_std,ExplainedVariance_mean,ExplainedVariance_std,mae_train_list,mae_test_list,RMSE_list,R2_list,Pearson_list,Spearman_list,ExplainedVariance_list
LinearRegression,3393.0647824915363,6459.644553441461,5636.845944699329,10138.089500366623,-3086.365899831493,12461.234300487034,0.08665356477093324,0.5007609619799761,0.06868048611794503,0.3636690281300941,-2995.8417174880155,12355.97088626404,"[2.430829136266901, 4.609394979211014, 0.7294192968260305, 5.06701708062718, 3.5668701675302636, 0.020833333387706432, 2.206538256458256, 8.348596216950154, 2.6171665497954915, 1.1476494916358366, 5.566675790946117, 5.164799982953454, 0.020833333597124692, 0.46764044619251227, 2.9228476015953917, 0.02083333337103947, 2.2172826440808198, 0.9029862247931971, 1.306965079496317, 2.879115120451376, 0.02083333335094532, 2.036587229267012, 3.077896112279341, 0.16851250952973787, 3.7957046819895073, 0.020833333374604024, 2.826435270770037, 6.9968097501531945, 1.7875830866053501, 3.143896609633854, 4.121898341923334, 0.5652443114233243, 1.3759855344284073, 0.503713110679192, 5.423898367290577, 0.020833333747290794, 4.351950802741975, 3.72120869049391, 0.020833333364329576, 3.054182233354345, 1.5166654723294173, 4.3347855292267505, 2.5885073304941173, 2.0343630456000743, 2.663824632367426, 3.6765340028510587, 5.713430236598593, 0.020833333377339613, 0.9020825437984316, 1.2218429714906087]","[10555.560241525998, 835.8864761368303, 690.3714025305562, 780.7506103609958, 1284.9993354241353, 5909.125122279852, 506.8266053185007, 574.2257195410363, 5911.321020924839, 3486.488428553839, 919.3319843747491, 2479.8767897813614, 29775.865149946196, 1068.3030722953051, 3090.9641401724207, 3063.6366037479747, 2093.1478851565407, 75.61528822561091, 1664.6677186937648, 747.1368079428543, 3208.3016651308403, 1743.9597842053065, 1008.0071133342943, 1104.578518831776, 1004.2514892304403, 10583.76772062454, 636.3893458014337, 768.9745104252311, 171.21131905831263, 2786.031880565555, 574.8846663515027, 2065.6028294972252, 916.2394893171673, 9110.829147714527, 580.3821798786248, 35640.80796374703, 671.4363512208498, 1364.983680386442, 3254.821423830967, 1177.3927298094716, 378.67748356528097, 797.2582169180304, 1814.8772734528056, 1056.3278643688934, 2673.4884437072487, 2124.0303481051783, 1158.7318473452858, 1702.8514338468128, 3271.6818155118967, 788.360185860498]","[np.float64(18578.84316797813), np.float64(1279.5813456564017), np.float64(1232.042293694706), np.float64(1513.096538569087), np.float64(2279.7748638729317), np.float64(8124.926785461615), np.float64(833.3724504552808), np.float64(1123.8906764547878), np.float64(8810.29309614961), np.float64(6082.147373298967), np.float64(2448.1251386649546), np.float64(3542.695963215681), np.float64(45472.61437936234), np.float64(1764.7387434272416), np.float64(8048.6078836193465), np.float64(5594.159881159045), np.float64(3241.0523918669483), np.float64(97.34022418382463), np.float64(2986.0159788892547), np.float64(1107.4443296082006), np.float64(6781.821977059396), np.float64(3142.4625179563345), np.float64(1444.2609376663697), np.float64(1812.7110147953301), np.float64(1523.1037519879058), np.float64(20379.841671882594), np.float64(1108.3243624349059), np.float64(1500.9959277940982), np.float64(255.6908978397824), np.float64(4164.979804313781), np.float64(850.1141917108389), np.float64(3673.400345207505), np.float64(1836.9999813473419), np.float64(15653.002266465888), np.float64(953.8207337824576), np.float64(55589.18719437901), np.float64(1099.700071575534), np.float64(2264.5421937866145), np.float64(6259.178522675981), np.float64(2224.2176886550146), np.float64(701.4692676916171), np.float64(1397.2434276379497), np.float64(3366.325365521315), np.float64(1545.3277101877384), np.float64(3785.926647796406), np.float64(3916.7648805760573), np.float64(2051.116464671831), np.float64(2832.4455713416146), np.float64(4472.107967105895), np.float64(1094.4503735310238)]","[-5243.131753416594, -34.61519960149486, -63.089312324142554, -78.11858664734417, -232.57851724162697, -996.0300872527381, -31.541580438361912, -223.1690366989994, -1111.8128858513287, -3153.0780392894562, -367.02508944032166, -1003.3038612551401, -30247.856115475326, -63.62517379219008, -3523.05790025072, -374.2646812999611, -302.75234669080623, 0.18953105709585505, -369.9245236121022, -45.63745561364749, -1135.7622692356783, -184.93219583220753, -243.93233105411798, -142.26153678830536, -39.79747061037956, -7339.645378306274, -32.13067085605853, -82.17550532248848, -1.543334848251681, -773.3734428076353, -44.407502271526624, -202.12380896439754, -65.59274651120428, -8827.496990274047, -31.856388103613632, -84478.65224587277, -40.774503226299515, -354.66006596924245, -646.7419151733371, -105.20070146932014, -14.935073464678698, -86.72025470051177, -141.8378812108178, -82.21035268353873, -455.52715157048794, -526.8261502589569, -94.24562780827178, -209.1319258468128, -350.2792031815915, -119.09775221665576]","[np.float64(0.325325509071522), np.float64(-0.14760804550999176), np.float64(-0.7237703803436053), np.float64(-0.6128247764724043), np.float64(-0.1509212696871886), np.float64(-0.43689107118590764), np.float64(0.18073896883250914), np.float64(0.26313315945839566), np.float64(0.07300691173752177), np.float64(-0.3021006818829323), np.float64(0.4075474143057068), np.float64(0.46254390558506164), np.float64(-0.12119965582111256), np.float64(0.4877451892976927), np.float64(-0.905769306340492), np.float64(0.6286692274769755), np.float64(0.4715893063814), np.float64(0.6368106798435431), np.float64(-0.6732158268473708), np.float64(0.4769503326836734), np.float64(-0.6256293556895931), np.float64(0.5292973447580946), np.float64(-0.6166107706742217), np.float64(0.7165313094397161), np.float64(0.5825350027417503), np.float64(0.25856445145636475), np.float64(0.6285072610893798), np.float64(-0.3670304810372092), np.float64(0.3033037966527036), np.float64(-0.5810684349439289), np.float64(0.4354858470142673), np.float64(0.6217470650729452), np.float64(0.8222353249676244), np.float64(-0.5254326721206548), np.float64(-0.5274383483229964), np.float64(0.13222457176730718), np.float64(0.6731010750947531), np.float64(-0.7053533392004624), np.float64(-0.6042643615213752), np.float64(0.013601095290440512), np.float64(0.13895990930711985), np.float64(0.19351499393543992), np.float64(0.7637017355527007), np.float64(0.10222060483593153), np.float64(-0.6464153545844327), np.float64(0.6378918593995538), np.float64(0.5689936558176926), np.float64(0.16763354337626699), np.float64(0.5309703554469939), np.float64(0.37114096304149286)]","[np.float64(0.1015763379090602), np.float64(-0.24168163157672945), np.float64(-0.44055944055944063), np.float64(-0.08056054385890983), np.float64(-0.14386053469361332), np.float64(-0.5604211746706771), np.float64(0.10858160259244368), np.float64(0.3817869252443988), np.float64(-0.06993006993006995), np.float64(-0.4545454545454546), np.float64(0.2867132867132868), np.float64(-0.055944055944055944), np.float64(-0.07692307692307693), np.float64(0.1258741258741259), np.float64(-0.19614741113473694), np.float64(0.5594405594405596), np.float64(0.23117373455165427), np.float64(0.4098079839779326), np.float64(-0.1681263524012031), np.float64(0.2797202797202798), np.float64(-0.8601398601398602), np.float64(0.3012263813854889), np.float64(-0.1681263524012031), np.float64(0.5429080129622184), np.float64(0.3467606018274814), np.float64(0.0770579115172181), np.float64(0.30069930069930073), np.float64(-0.18881118881118883), np.float64(0.19649243763030108), np.float64(-0.5709290716957522), np.float64(0.6153846153846154), np.float64(0.7272727272727274), np.float64(0.5148869542286845), np.float64(-0.0560421174670677), np.float64(-0.1258741258741259), np.float64(0.25874125874125875), np.float64(0.4125874125874127), np.float64(-0.3356643356643357), np.float64(-0.4685314685314686), np.float64(0.2837132196770302), np.float64(-0.1015763379090602), np.float64(0.41331061631962435), np.float64(0.5594405594405596), np.float64(0.034965034965034975), np.float64(-0.4685314685314686), np.float64(0.1631578947368421), np.float64(0.6490552191458255), np.float64(-0.2447552447552448), np.float64(0.4825174825174825), np.float64(0.14685314685314685)]","[-4938.645596817929, -29.967508947834588, -52.03868574089037, -59.376604223501495, -232.11223615452855, -865.4875032266374, -29.730387494834805, -214.07756819242508, -1106.90731696525, -2763.0634020262346, -348.2670781336437, -969.8514812064552, -29953.331809018575, -60.9696291374321, -3141.735019405298, -312.9415252000059, -302.30224469410075, 0.2090734599150258, -368.70614905379404, -45.5216018711956, -934.733102441252, -182.61678696778458, -236.02716823313466, -99.46840147292875, -39.51488601903663, -6172.9619469947875, -31.804677420420646, -77.86723838145353, -1.5195669578801043, -744.7919456999558, -34.67662989705984, -192.00744758655503, -63.05771679988038, -8564.990512184508, -27.29504222089981, -83819.39472419397, -40.049968267701004, -290.2098690508267, -561.1108782639155, -91.85181026810716, -11.22007734135573, -79.13781832906717, -135.5215566673288, -78.05110468618524, -360.3216223604689, -518.9625244495635, -75.87838564896313, -195.09617212682755, -231.26763357162713, -105.8543858466618]"
ElasticNet,100.31002991699899,37.22669630742379,143.86710803974492,56.17223136963499,0.2728232495127975,0.5574978413646142,0.7248698409727876,0.16881100237256055,0.4959973908459957,0.23785655190267752,0.3454549746427955,0.5072897347588837,"[42.73602982969354, 55.422821456341204, 54.027507845181766, 39.06529375758664, 76.7265086145865, 83.55275438297743, 80.4424434199031, 84.22049172982501, 30.965510880018456, 27.15455237058978, 75.64970622780557, 55.898621709007124, 52.79909198464103, 40.391717979357665, 57.627959630789, 32.167009806982044, 39.666017276990345, 74.3731414955325, 56.28754471902329, 61.4507315890603, 59.06564188401982, 60.163112105410534, 44.08519757433999, 52.968391819552835, 52.879050005703185, 44.592368996564915, 63.827808864302575, 70.99868542844791, 58.1791963864193, 41.147974917268975, 48.91158075409739, 45.67973957697342, 13.203277272457411, 59.16569853105406, 64.43163773717811, 26.03409311250395, 58.77126189693473, 63.396276746428306, 71.56477120480595, 72.82815855926867, 21.729463327508885, 59.6057719187531, 28.777420843121917, 53.57466703071069, 65.7552477299697, 64.0080887851238, 50.7008337011407, 83.25550435303258, 59.93265904736696, 52.22946190345334]","[181.13935798268656, 92.91533084018414, 74.25784323404024, 106.35706999426115, 60.07388967034833, 147.3443820794881, 83.59046489089741, 50.61453400032391, 199.19979226160126, 94.84611349676884, 56.978755959996114, 112.12482165026466, 153.73598621713518, 97.37136692210686, 89.03085795991711, 201.92454247169118, 104.56429333156437, 37.47282175857142, 77.06430437133828, 81.62871098803978, 90.14141250890702, 92.57040183924694, 121.39244332104306, 79.35237416346513, 92.54556486336297, 120.9243359484132, 76.90448609263511, 64.55125297837917, 95.94272433639689, 133.5033725566904, 86.47201699411714, 143.56130035863097, 150.26428126924085, 41.9886352625895, 64.23490086637491, 123.80248444237235, 89.04402268617939, 36.08157577357769, 137.98342983409464, 89.72310194022623, 117.78253404081535, 65.4105772406025, 136.19385408563406, 101.37711026268913, 71.9945203988376, 70.37216951770539, 101.74744870903271, 83.98284679511266, 119.67472071979925, 113.74635596255199]","[np.float64(259.46484227345957), np.float64(157.54902188832875), np.float64(96.9283271852424), np.float64(155.74412435702936), np.float64(73.02645802397585), np.float64(218.88534541839047), np.float64(96.58492310974448), np.float64(67.67412668996649), np.float64(295.2531572108655), np.float64(140.09670364963608), np.float64(84.51516002279499), np.float64(167.1280792235631), np.float64(212.7738700416057), np.float64(128.23074668898502), np.float64(133.28883276228055), np.float64(264.60821457228167), np.float64(134.46998425919446), np.float64(57.61812550268431), np.float64(100.89599014506473), np.float64(116.61350331941944), np.float64(137.10060447803878), np.float64(143.88150930317084), np.float64(154.5501377729488), np.float64(106.22368411237676), np.float64(123.81136761135167), np.float64(204.72833624794686), np.float64(124.37779872951945), np.float64(82.59462384808128), np.float64(115.93901475459226), np.float64(187.7753740199892), np.float64(127.96708266124027), np.float64(197.35032343791025), np.float64(256.1185309392393), np.float64(52.41232426742082), np.float64(91.18475475736781), np.float64(174.44902910014088), np.float64(137.21014577579712), np.float64(43.74106940304117), np.float64(195.87912890587378), np.float64(131.753533146117), np.float64(170.49748642219242), np.float64(107.67535590845692), np.float64(217.49431182625122), np.float64(144.79032910396364), np.float64(101.81837212939843), np.float64(99.74269141010534), np.float64(172.8896419490709), np.float64(115.01781633205646), np.float64(157.89422228034573), np.float64(155.13726500872767)]","[-0.022806065254396213, 0.4600780234502556, 0.6033241018683825, 0.16175960125889832, 0.760332332767934, 0.2763930591080349, 0.5629017786909762, 0.1872203734927934, -0.2497712605865381, -0.673456354895571, 0.5613890839006381, -1.2350961546348347, 0.33771381842437886, 0.6587872699156471, 0.0335285587597588, 0.16039582771476468, 0.4771245553316137, 0.7160316463540326, 0.5765042014924759, 0.4828831056668368, 0.5354252318796509, 0.6102156882256319, -1.8047462653490722, 0.5080565553774883, 0.7304152607033064, 0.259221196780115, 0.5827635870222232, 0.7481511457969874, 0.47708365558508714, -0.573989830352921, -0.028891594169876855, 0.41372686763410893, -0.2944659391089506, 0.9010175234738123, 0.699716982645233, 0.16802824414972217, 0.3496678283544087, 0.8673054567191595, 0.36562851692919185, 0.627353243720161, 0.05860316473053884, 0.4790592091775313, 0.40375187429094017, 0.269508294989796, 0.6698019380314317, 0.657706963295024, 0.32329036973995806, 0.6535032777984242, 0.5621147099702345, -1.413098185225552]","[np.float64(0.38146003004161144), np.float64(0.6896349539857879), np.float64(0.8072229865524049), np.float64(0.6406597610344116), np.float64(0.8789159192782265), np.float64(0.6534808476865691), np.float64(0.8621369167023009), np.float64(0.6405200965953636), np.float64(0.4513994610614839), np.float64(0.6981692386007152), np.float64(0.8700464497195828), np.float64(0.36363983256380933), np.float64(0.7276219936924948), np.float64(0.8287677380950906), np.float64(0.49523113025732507), np.float64(0.4805418056843641), np.float64(0.7933477910353481), np.float64(0.8691790341854506), np.float64(0.816248214351219), np.float64(0.6989655421166839), np.float64(0.745580078521891), np.float64(0.8304045205322539), np.float64(0.27257234435542255), np.float64(0.7905148154208114), np.float64(0.9309995227164921), np.float64(0.6856202499843945), np.float64(0.8278703311036084), np.float64(0.8932716522934252), np.float64(0.7195549029639383), np.float64(0.7364217893718905), np.float64(0.6974171750242733), np.float64(0.798722615901075), np.float64(0.21776625802025862), np.float64(0.9537556675524558), np.float64(0.848355507500452), np.float64(0.6884767902151409), np.float64(0.6559823803010056), np.float64(0.9781463941289619), np.float64(0.7881221535979562), np.float64(0.7922728964114497), np.float64(0.6023351262598673), np.float64(0.8681722868880358), np.float64(0.8381402208683129), np.float64(0.6988851901634394), np.float64(0.8609767227510887), np.float64(0.8252434098254489), np.float64(0.6373175340403898), np.float64(0.8938215388854882), np.float64(0.8659109340644751), np.float64(0.6536712957354348)]","[np.float64(0.5499132776456018), np.float64(0.7215422623884966), np.float64(0.1398601398601399), np.float64(0.469352733786692), np.float64(0.4877223005466402), np.float64(0.5919448657459025), np.float64(0.3537658665108649), np.float64(0.26970269031026334), np.float64(0.6783216783216784), np.float64(0.3846153846153847), np.float64(0.5664335664335665), np.float64(-0.10489510489510491), np.float64(0.7272727272727274), np.float64(0.41958041958041964), np.float64(0.18563951410966179), np.float64(0.6153846153846154), np.float64(0.4833632631534589), np.float64(0.325744807777331), np.float64(0.6935212036549628), np.float64(0.20979020979020982), np.float64(0.30069930069930073), np.float64(0.7110343653634216), np.float64(0.2556921609434964), np.float64(0.6970238359966545), np.float64(0.6129606597960531), np.float64(0.7215422623884966), np.float64(0.5384615384615385), np.float64(0.04895104895104895), np.float64(0.46316074584285255), np.float64(0.6199659244794364), np.float64(0.5104895104895105), np.float64(0.5664335664335665), np.float64(0.16112108771781966), np.float64(0.535902748278835), np.float64(0.8881118881118882), np.float64(0.3846153846153847), np.float64(0.04895104895104895), np.float64(0.7202797202797203), np.float64(0.6433566433566434), np.float64(0.847637026689399), np.float64(0.12959739664259406), np.float64(0.8231186002975569), np.float64(0.4755244755244756), np.float64(0.7342657342657343), np.float64(0.7272727272727274), np.float64(0.5701754385964913), np.float64(0.5397035246158224), np.float64(0.7412587412587414), np.float64(0.8741258741258742), np.float64(0.1398601398601399)]","[0.0207253131198063, 0.4604731999956836, 0.6473953686066994, 0.17628017892071413, 0.766495242228479, 0.3276677069270547, 0.7074201011097783, 0.4102632682158571, -0.24951072154958753, -0.6634157980536095, 0.6130968123345091, -0.6930328225679032, 0.4601887747957103, 0.679549034832675, 0.03502271498155751, 0.22844629824650953, 0.6293823816865977, 0.7552190997428655, 0.6559237208937664, 0.48693239906075525, 0.548203918085655, 0.6150855455729138, -1.5984007766309611, 0.5733088455585167, 0.8002652483013382, 0.4689667836728677, 0.60104681434237, 0.7671755682163366, 0.5169929160755893, -0.41540016040765915, 0.23092872207421, 0.534984126416599, -0.2692728059344458, 0.9010358471038644, 0.71163087557953, 0.16844103297095747, 0.36548213573127175, 0.9476661850829239, 0.4397282005463643, 0.6276871693562207, 0.05862123802854491, 0.6342816192178327, 0.5373061815612079, 0.2719303282189829, 0.6727861716931685, 0.6607641394182759, 0.32653396000854107, 0.6576092284071058, 0.6138368631386704, -1.1509994627949314]"
SVR,104.19142044169972,47.157237598271955,162.65804441814592,69.76152868602519,0.07944506853625385,0.7370066347918535,0.69547504561551,0.1975389934107562,0.6162783956735745,0.23199978817235944,0.17501258301843417,0.702521193666462,"[15.268749575305366, 31.470453552097798, 9.353521192859963, 13.776524517181628, 12.175214049983877, 97.53642356671158, 13.625611511365056, 40.984546244825346, 25.772640217546876, 132.82252195567676, 34.320142877913156, 13.7485553583673, 25.28041347984868, 37.64531253709712, 39.720089930763784, 16.818741601670812, 111.88229784411472, 41.689711013628774, 13.340084383559118, 100.23713691034122, 13.886701461917056, 86.28171572067981, 12.783395134280667, 33.36344703500299, 14.925016801656577, 9.117921065063724, 13.300790438208137, 126.79837703369667, 10.838393641565638, 15.55774284772364, 13.213222617590333, 21.51237265925933, 38.09469483329726, 11.135411174170963, 14.419126734342115, 13.751316097216858, 42.258971718133274, 12.897243311397693, 97.95341982897598, 14.293311156358143, 11.662276060894428, 14.10216684119063, 37.57793751386949, 12.48155212356353, 14.724388326549146, 13.860491565297655, 86.00955029040618, 33.4824946970138, 100.01623786581128, 30.029282273010676]","[278.48984998178463, 85.12810046640008, 84.93297494552301, 71.30010046069546, 67.7958596685712, 182.1610675308926, 51.932666460729344, 52.78689356542055, 156.92718500586173, 64.92268044073082, 67.21393780707818, 123.9533382527696, 175.39758539011427, 108.43469445238831, 53.993641257656854, 185.0731872380372, 122.46021629069837, 35.98341950817478, 86.08655112375868, 89.6396540961669, 85.54084000349813, 139.75995248674658, 123.58299886985712, 78.04495112573154, 111.72739899462358, 141.12323780362055, 82.80606321222162, 94.18661340839719, 80.77829569344351, 143.07872562459227, 86.73259134037369, 96.44267269933835, 102.11809480780592, 47.03555998089396, 82.21877746124488, 101.27855942036892, 74.46853064039377, 59.233964938701575, 187.35518827433336, 71.23805169533333, 124.87902476718135, 48.0640263761834, 158.3201350071025, 134.10514286394627, 70.81018709362847, 39.71811199371697, 117.31057109000038, 105.14037408910507, 180.48956235462853, 97.36921402452076]","[np.float64(403.0507475165012), np.float64(179.10365606283162), np.float64(105.29805204966115), np.float64(86.39480819426038), np.float64(105.538985737727), np.float64(270.15896288209706), np.float64(66.5546816077821), np.float64(71.44930457756044), np.float64(245.4894389805005), np.float64(114.54972854100181), np.float64(121.88854504827734), np.float64(199.32787484797288), np.float64(242.93990280688936), np.float64(144.51891581008798), np.float64(82.22753689069758), np.float64(268.68103988309906), np.float64(199.639514079162), np.float64(54.686433006514676), np.float64(138.7007792447008), np.float64(126.66715529117417), np.float64(163.61190598830015), np.float64(219.1654520828473), np.float64(182.96561993799483), np.float64(137.36492975721018), np.float64(181.23053858162615), np.float64(182.64969363424868), np.float64(158.21474493985733), np.float64(167.19800820105544), np.float64(128.76645379842924), np.float64(206.5915731035793), np.float64(108.11087662175383), np.float64(164.08482189619204), np.float64(167.4867377072745), np.float64(83.24730277580944), np.float64(135.19997679565108), np.float64(170.1261031448412), np.float64(117.918605199903), np.float64(87.56137599534996), np.float64(268.6609987007242), np.float64(128.35416340089523), np.float64(189.88503730250108), np.float64(64.6607835478516), np.float64(264.63542819652577), np.float64(246.7087208936563), np.float64(133.90831385433935), np.float64(52.259583505288475), np.float64(215.9939164093747), np.float64(165.13100604717104), np.float64(263.36472445429496), np.float64(150.97876137425075)]","[-1.4680600310311709, 0.30223611899102, 0.531860752609673, 0.7420589077018345, 0.49941848583513215, -0.10232107988774986, 0.7924524635817407, 0.09400979794817832, 0.13601329488726932, -0.11878512906014405, 0.08770354776336431, -2.179314132417689, 0.1366103963810953, 0.5665986369306035, 0.6321793916729013, 0.13435069593580473, -0.15249897311336746, 0.7441939056896969, 0.19968843123681068, 0.38987464189836296, 0.3383829515583463, 0.09560411635745092, -2.9309160442151807, 0.17733277578083906, 0.42238691300251907, 0.4103822775613114, 0.3248653756766271, -0.032044963964492634, 0.3549721347983267, -0.9052407239832259, 0.26563518881110126, 0.5947144433692464, 0.44643392054897346, 0.7502923661406851, 0.3398546986404447, 0.20875062842775205, 0.5196835569895094, 0.4682598838348463, -0.19337400522500148, 0.6463344763886819, -0.16766499534869084, 0.8121385547500503, 0.11727141450106637, -1.1208266959807887, 0.4288669341302782, 0.9060346388997071, -0.05620311878184925, 0.28578963578845495, -0.21826870420648525, -1.2854643309911773]","[np.float64(0.17458498651560397), np.float64(0.6079452226981814), np.float64(0.7594532523994229), np.float64(0.9047658618976256), np.float64(0.8185763835439022), np.float64(0.5888648882216205), np.float64(0.9492988271779039), np.float64(0.7918860391549816), np.float64(0.582909687625965), np.float64(0.49572225360977035), np.float64(0.77794465154959), np.float64(0.11482038073896089), np.float64(0.6817825049882373), np.float64(0.9217970995431491), np.float64(0.93204754712406), np.float64(0.559428319488722), np.float64(0.48004291623801654), np.float64(0.8718251108142311), np.float64(0.7837721178718942), np.float64(0.814962084910754), np.float64(0.7864825092735318), np.float64(0.783896943697114), np.float64(0.32254699208467996), np.float64(0.473257017266082), np.float64(0.7958122326209546), np.float64(0.7800836993481075), np.float64(0.8051348351228771), np.float64(0.5694416463007735), np.float64(0.6060169771415882), np.float64(0.5734211924033908), np.float64(0.7722322651579921), np.float64(0.8166514883974384), np.float64(0.7830030739963838), np.float64(0.8786860112269675), np.float64(0.672189176867739), np.float64(0.6262538368478073), np.float64(0.7603572479993725), np.float64(0.8533564566657155), np.float64(0.47111802858803264), np.float64(0.8629681065598673), np.float64(0.23437934212660977), np.float64(0.918176158122151), np.float64(0.8025588720622072), np.float64(0.7178865903036299), np.float64(0.6771255195793016), np.float64(0.9809598295351911), np.float64(0.4419001758880116), np.float64(0.7786987138010265), np.float64(0.8397801437050375), np.float64(0.7769470619733235)]","[np.float64(0.49387116017853416), np.float64(0.9176896735232337), np.float64(0.1958041958041958), np.float64(0.6374790861878952), np.float64(0.6982499122933914), np.float64(0.33975533714409795), np.float64(0.49387116017853416), np.float64(0.6900185713132712), np.float64(0.8321678321678322), np.float64(0.6923076923076924), np.float64(0.7902097902097903), np.float64(-0.23076923076923078), np.float64(0.7762237762237763), np.float64(0.37762237762237766), np.float64(0.3677763958776318), np.float64(0.5664335664335665), np.float64(0.7880922768806397), np.float64(0.5113843218869928), np.float64(0.7495633211220306), np.float64(0.5104895104895105), np.float64(0.5944055944055945), np.float64(0.5919448657459025), np.float64(0.39579745461116567), np.float64(0.7180396300468049), np.float64(0.9106844088398501), np.float64(0.6059553951126696), np.float64(0.6713286713286714), np.float64(0.1398601398601399), np.float64(0.7403554346427417), np.float64(0.5604211746706771), np.float64(0.7272727272727274), np.float64(0.8111888111888113), np.float64(0.5499132776456018), np.float64(0.6444843508712786), np.float64(0.8251748251748254), np.float64(0.5524475524475525), np.float64(0.34965034965034975), np.float64(0.8111888111888113), np.float64(0.7202797202797203), np.float64(0.9317002028900007), np.float64(0.3607711311942483), np.float64(0.7250448947301884), np.float64(0.5734265734265735), np.float64(0.7552447552447553), np.float64(0.9160839160839163), np.float64(0.8894736842105264), np.float64(0.578505738803888), np.float64(0.9230769230769231), np.float64(0.8321678321678322), np.float64(0.20979020979020982)]","[-1.4432136444729, 0.3571708614973441, 0.532203762446074, 0.7757723593946754, 0.5241122976349407, 0.08613476872103965, 0.8073658584394978, 0.0995990276533556, 0.13605669619875982, 0.11855583560125715, 0.13305206443145245, -1.8359572762900287, 0.39937959654539457, 0.6222889641806226, 0.704565602292772, 0.2906179969979511, 0.09685389827896185, 0.7442116235234496, 0.29346954905532974, 0.41480506732071365, 0.34386188091723147, 0.2137108211734916, -2.913091777998624, 0.2019803023538187, 0.5745961559109201, 0.5901083721322181, 0.4314892772741017, 0.033417483311851015, 0.3553250126698112, -0.8394047349999711, 0.33608158268934585, 0.6312171634726577, 0.476585669656188, 0.7633279563897614, 0.35194136680857346, 0.3257105927729279, 0.520565336367137, 0.5150626240618801, 0.13195573375921, 0.6658768700722775, -0.16756556183125548, 0.8253272239683115, 0.29127124058157194, -1.0172561643377738, 0.4469385613053286, 0.9064147322945124, 0.1359512630357358, 0.5034263119732465, 0.11228651079108909, -0.8535275651045275]"
